id;artist_name;artist_popularity;artist_followers;artist_genres
3flF2SJ6De8yPikxEI5bpY;Pedro Mariano;45;73912;mpb
3gMaNLQm7D9MornNILzdSl;Lionel Richie;74;1675631;adult standards,disco,mellow gold,motown,quiet storm,soft rock
3gacryguGmpmCvgPGt2CBI;New York Philharmonic;60;66967;classical,classical performance,orchestra
3gd8FJtBJtkRxdfbTu19U2;Mumford & Sons;78;5665820;modern folk rock,modern rock,stomp and holler,uk americana
3j0pXkwHplzUs61oMH7WP0;Don Dolla;27;432;
3jK9MiCrA42lLAdMGUZpwa;Anderson .Paak;79;1431313;escape room
3juRubM58lmWiBDGBw5wGH;Chen Xie Yang;32;42;
3koiLjNrgRTNbOwViDipeA;Marvin Gaye;77;3364763;classic soul,funk,motown,northern soul,quiet storm,soul
3m7Ej9zfNto7JOsjKsYhEr;The RH Factor;46;49742;contemporary jazz,funk,indie jazz,indie soul,jazz funk,jazz fusion,neo r&b,neo soul
3nFkdlSjzX9mRTtwJOzDYB;JAY-Z;86;5273940;east coast hip hop,hip hop,pop rap,rap
3nnQpaTvKb5jCQabZefACI;Jeff Buckley;66;645082;alternative rock,melancholia,permanent wave,rock,singer-songwriter
3opwmnG4l9uJXwdVxsT9YT;Sean Eric;5;0;
3pO5VjZ4wOHCMBXOvbMISG;Antônio Carlos Jobim;70;376069;adult standards,bossa nova,brazilian jazz,latin classical,mpb,violao
3pOfWINUxMN6ntbayQt85j;Hadrien Feraud;23;5384;electric bass
3plJVWt88EqjvtuB4ZDRV3;Ben E. King;67;330700;adult standards,brill building pop,motown,rock-and-roll,soul,southern soul
3pvRbmrqOyFxB2Eext4Dki;Sons Of Kemet;40;59108;afrofuturism,british jazz,contemporary jazz,indie jazz,progressive jazz fusion
3qBKjEOanahMxlRojwCzhI;Zacari;69;54504;gqom
3qUMmh5biaB5hqpF4LqS3m;Julie London;59;197600;adult standards,easy listening,lounge,soul,swing,torch song,vocal jazz
3qnGvpP8Yth1AqSBMqON5x;Leon Bridges;77;996608;modern blues,soul
3rxIQc9kWT6Ueg4BhnOwRK;Quincy Jones;60;178526;adult standards,disco,funk,jazz funk,motown,quiet storm,soul
3rxeQlsv0Sc2nyYaZ5W71T;Chet Baker;67;580030;adult standards,bebop,cool jazz,jazz,jazz trumpet,lounge,vocal jazz
3sO8muEXafy2NGwUZByrTr;Cody Chesnutt;53;33519;funk
3sRX2AuJCF5rblkGm2wMSM;Jazzmeia Horn;32;14760;contemporary vocal jazz,vocal jazz
3t58jfUhoMLYVO14XaUFLA;Pat Metheny;57;201488;avant-garde jazz,contemporary jazz,contemporary post-bop,cool jazz,jazz,jazz fusion,jazz guitar
3uaHfXYx9Fh4HjqMbrWn5S;Joshua Redman;51;65404;bebop,contemporary jazz,contemporary post-bop,cool jazz,hard bop,indie jazz,jazz,jazz funk,jazz fusion,jazz saxophone,straight-ahead jazz
3uuQLSmKyXSXIStTYGKLrT;Freddie Scott;39;5089;southern soul
3vbKDsSS70ZX9D2OcvbZmS;Beck;71;1086152;alternative rock,anti-folk,garage rock,indie rock,modern rock,permanent wave,rock
3w2fcE7mWqTmgRkNKn6gKJ;Gary Willis;25;9101;electric bass,jazz fusion
3w3vmT2hRskRBwDZdjUlAp;Jerome Thomas;38;5619;alternative r&b,indie r&b,neo r&b,uk contemporary r&b
3y8ipHIRVu4OvPfy0LB0WT;Michael Lecoq;14;14;
3ycxRkcZ67ALN3GQJ57Vig;Masego;73;581431;alternative r&b,indie soul
3zX0EMvB00JzxnRi5EIICP;Mike Stern;38;44555;jazz funk,jazz fusion,jazz guitar
42Vmza0WYHdhsgxFmf9Tui;Charles Gounod;56;16230;classical,french opera,late romantic era
43JlwunhXm1oqdKyOa2Z9Y;Hiatus Kaiyote;57;342362;australian r&b,indie jazz,indie soul,neo r&b,shiver pop
44bvfFf9VeGwVjK0QDqQ7O;Oxmo Puccino;57;145838;french hip hop,french reggae,rap conscient
450o9jw6AtiQlQkHCdH6Ru;Funkadelic;59;408785;classic rock,funk,funk rock,p funk,psychedelic rock,soul
4596e2d3KmYzAeVenjCxfj;Free Nationals;63;87304;alternative r&b,hip hop,indie soul
459INk8vcC0ebEef82WjIK;Erik Satie;68;430750;classical,early avant garde,early modern classical,impressionism,post-romantic era
45rpaf8BR69NIPqmeAYb7l;The Brecker Brothers;35;30222;jazz funk,jazz fusion
478WAnkTtQach00La2gvxR;Lenny White;33;9488;jazz funk,jazz fusion
47UDFBXxSM6d5zbKvflXhv;Banda Black Rio;39;29141;bossa nova,brazilian boogie,brazilian soul,instrumental funk,mpb,samba
47j52E1tbrzt0TJM8sBdiD;Orquestra Fantasma;28;201;
47opbYEKDjXnRk9uLscp11;Yolanda Adams;54;325722;gospel,gospel r&b
49zXTngyUTielHTbbH5YKs;Roy Hargrove;51;103704;bebop,big band,contemporary jazz,contemporary post-bop,cool jazz,hard bop,jazz,jazz funk,jazz fusion,jazz trumpet,soul jazz
4AcXapei4U7xnWecv9AEBd;Orchestre Symphonique de Montréal;59;5813;classical performance,orchestra
4CxobvwTpmfpIEbkYh4pAb;Eric Johnson;52;151307;blues rock,instrumental bluegrass,instrumental rock,neo classical metal,progressive jazz fusion,shred
4DbVGBurfbrdLW2ZwfwdmP;Takuya Kuroda;46;70175;indie jazz,indie soul,japanese jazz
4DuZTASH5eSyd0K73W6fuZ;Joe Pass;51;68362;bebop,contemporary post-bop,cool jazz,jazz,jazz fusion,jazz guitar
4EKJxXaAZapG14Q5FTZoxm;Secos & Molhados;53;222744;bossa nova,brazilian indie,brazilian psychedelic,forro,mpb,nova mpb,rock gaucho,samba
4EoSO1qJPLqUArQ4lt9VjA;Chris Turner;27;865;
4F7Q5NV6h5TSwCainz8S5A;Duke Ellington;64;592918;adult standards,bebop,big band,cool jazz,jazz,jazz piano,lounge,swing,vocal jazz
4FZ3j1oH43e7cukCALsCwf;Jack White;61;1024911;alternative rock,blues rock,garage rock,indie rock,modern blues rock,modern rock,punk blues,rock
4Ije0Q0RlICc17Q7TDZof9;John Escreet;25;665;modern jazz piano
4JG781pl96pL2h0AoERgOA;Keyon Harrold;39;7281;indie jazz,jazz trumpet
4KDyYWR7IpxZ7xrdYbKrqY;Bonnie Raitt;64;366653;classic rock,country rock,electric blues,folk,folk rock,lilith,mellow gold,pop rock,rock,roots rock,singer-songwriter,soft rock,traditional folk
4KmKbbEq6PMnW2TdkrbBIH;John Patitucci;40;37945;electric bass,jazz fusion
4LEiUm1SRbFMgfqnQTwUbQ;Bon Iver;77;2621895;chamber pop,eau claire indie,indie folk,melancholia,slow core
4LLpKhyESsyAXpc4laK94U;Mac Miller;87;4335839;hip hop,pittsburgh rap,rap
4LjEV5Uda7vRVQtxOc57QD;Shanghai National Orchestra;32;218;chinese traditional
4N8BwYTEC6XqykGvXXlmfv;George Benson;68;409261;adult standards,disco,jazz funk,jazz guitar,motown,quiet storm,smooth jazz,soft rock,soul,soul jazz,yacht rock
4NgfOZCL9Ml67xzM0xzIvC;Janis Joplin;69;2111284;blues rock,classic rock,psychedelic rock,rock
4NhyK1Uoo8ScQOSl8x0jqI;Denaun;35;4213;detroit hip hop
4PDpGtF16XpqvXxsrFwQnN;Thelonious Monk;58;414217;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz piano,vocal jazz
4QQgXkCYTt3BlENzhyNETg;Earth, Wind & Fire;76;2352787;disco,funk,jazz funk,motown,quiet storm,soul
4RN2vlFWepLa46qQIU2PHs;Jacques Brel;60;363255;belgian singer-songwriter,chanson,french rock
4SKChJZZUJd8fD4ZbkpL6l;Angela Maria;42;14209;velha guarda
4SQdUpG4f7UbkJG3cJ2Iyj;Arca;55;117834;art pop,dance pop,electropop,escape room,experimental pop,fluxwork,indie r&b,indietronica
4UPAR5j8CLFlb68v9KFiZV;Tatiana Parra;20;2496;deep brazilian pop
4UodukR17NIQfNu5uaqm9B;Jamila Woods;58;124329;afrofuturism,alternative r&b,escape room,indie soul
4V8LLVI7PbaPR0K2TGSxFF;Tyler, The Creator;85;4378557;hip hop,rap
4Ww5mwS7BWYjoZTUIrMHfC;Charlie Parker;56;385680;bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz saxophone,swing
4YHtIE7FI8ITfekzzN5Jpl;Shuggie Otis;59;82765;afrobeat,classic soul,funk,indie soul,soul,southern soul
4YLUMAgNyttwx4hUHgtBtR;Blue Lab Beats;50;27044;indie jazz,indie soul,neo r&b,uk contemporary jazz
4Z8W4fKeB5YxbusRsdQVPb;Radiohead;81;5120637;alternative rock,art rock,melancholia,oxford indie,permanent wave,rock
4ai53dgSBGhQwcFtGyY1bF;Ambrose Akinmusire;37;26167;contemporary jazz,contemporary post-bop,indie jazz,jazz trumpet
4akybxRTGHJZ1DXjLhJ1qu;Kirk Franklin;67;776194;gospel,gospel r&b
4bYPcJP5jwMhSivRcqie2n;Adam Levine;72;796805;pop rock
4d3yvTptO48nOYTPBcPFZC;Eve;69;691670;dance pop,hip hop,hip pop,philly rap,pop rap,r&b,rap,southern hip hop,urban contemporary
4dLuwltQIkqt9NOeRrco61;Hamid El Kasri;34;19933;classic moroccan pop,gnawa
4dpARuHxo51G3z768sgnrY;Adele;85;21355415;british soul,pop,uk pop
4frXpPxQQZwbCu3eTGnZEw;Thundercat;71;502964;afrofuturism,indie soul
4gFssfOmWNY3LfIZ3zyoy4;Punch Brothers;52;167177;banjo,bluegrass,chamber pop,indie folk,mandolin,new americana,progressive bluegrass,stomp and holler
4hdVPbHhsWAn2XTXVRJoxB;Chris Potter;37;29248;bebop,contemporary jazz,contemporary post-bop,jazz,jazz fusion,jazz saxophone
4iovNkf44dsELmo3E7XSKX;Gary Burton;45;27916;bebop,contemporary jazz,contemporary post-bop,cool jazz,ecm-style jazz,jazz,jazz funk,jazz fusion,jazz vibraphone
4jCbgl5Dmt3uOh8WRQfpPs;Bilal;60;174280;alternative r&b,hip hop,indie jazz,indie soul,neo r&b,neo soul,urban contemporary
4jSvNq6yedPhkC4p3zlznC;Anthony Jackson;39;3351;electric bass
4jXfFzeP66Zy67HM2mvIIF;Bill Evans;64;388257;adult standards,bebop,contemporary post-bop,cool jazz,jazz,jazz fusion,jazz piano,stride,vocal jazz
4l2MwXYwUDQKHcUXwCZjEz;José James;54;94180;belgian modern jazz,contemporary vocal jazz,funk,indie jazz,indie soul,neo r&b,neo soul,soul,vocal jazz
4lujUKeO6nQAJXpq37Epn7;Son Little;58;83169;deep new americana,funk,soul
4lxfqrEsLX6N1N4OCSkILp;Phil Collins;79;2825418;mellow gold,rock drums,soft rock
4mGPVJbOURnByVYcaQZa2J;Kyle Thornton & The Company;40;7259;retro soul
4nJ3J7RwgYmMARNAVrFb06;The Blackbyrds;48;60921;classic soul,disco,funk,jazz funk,post-disco,quiet storm,soul,soul jazz
4oDjh8wNW5vDHyFRrDYC4k;Loyle Carner;69;329929;indie r&b,indie soul,london rap
4oPzQ9oBfRuRLvyN86Oqbz;Mandekan Cubano;32;460;
4ohvKWdqkkcnCiWo6qBcRk;Jorge Giuliano;26;161;
4ph6Bt1mkDlmf32PSvRa8A;Elba Ramalho;60;213634;axe,bossa nova,forro,mpb,samba
4qwGe91Bz9K2T8jXTZ815W;Janet Jackson;70;2016350;dance pop,hip pop,neo soul,new jack swing,pop,r&b,urban contemporary
4tZwfgrHOc3mvqYlEYSvVi;Daft Punk;82;6174798;electro,filter house
4uBSazM6snEc9wCG3jMlYt;Pat Metheny Group;57;121779;contemporary post-bop,ecm-style jazz,jazz funk,jazz fusion
4uk8EjGWEOC5OgpG3MRTCS;Chango Farias Gomez;27;3848;folklore argentino
4v0R1feRiuCDch7aAheVhY;John McLaughlin;50;67063;british jazz,contemporary post-bop,jazz funk,jazz fusion,jazz guitar
4v0dBZBhhgZctlUGPFOGyH;Malcolm Addey;39;64;
4wnzivx3OQ3vjrySAdTdJP;Ron Carter;49;32030;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz double bass,jazz funk,jazz fusion,soul jazz,stride
4ynAIA5bYJmAY7JMt8FEZ6;SiR;20;28;
4ytkhMSAnrDP8XzRNlw9FS;Vince Guaraldi Trio;51;79527;adult standards,christmas instrumental,jazz trio
51SBwyi6EsedCxohTMWQN5;Justin Stanton;17;965;
51qUDJb5AtQX6jIL4VJx6M;Angelique Kidjo;53;60410;afropop,beninese pop,world
53HPdlKWDIGFF4GvVrCtEV;Joshua Redman Quartet;42;9166;bebop,contemporary jazz,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz quartet
53KwLdlmrlCelAZMaLVZqU;James Blake;74;990449;art pop,indie r&b,indie soul,indietronica,uk alternative pop
53QzNeFpzAaXYnrDBbDrIp;The Isley Brothers;67;996886;classic soul,disco,funk,motown,quiet storm,soul,southern soul
53htGvuREf9YT5LYk5HEvb;MIKNNA;48;12206;trap soul
54SLl07eCSMFL8u2H3MwKl;Charles Jones;45;859;
55BOGnEb0pUuAgbxAwwbKV;Ghost-Note;36;26467;instrumental funk,modern funk
5644bJMU3NkJN0edhyHV3v;Joyce;43;26248;bossa nova,brazilian composition,brazilian jazz,mpb
56koGOp6EpWHZYOfuTTxRB;Thelonious Monk Septet;30;16516;bebop,contemporary post-bop,cool jazz,hard bop,jazz
58Wl2AJZWwfvEn2eAWJbIG;The Last Poets;40;17192;dub poetry,slam poetry
59NO6KX7wQCG7jGdtH1NtL;Raheem DeVaughn;53;327509;hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary
59moiRYKUncTrjFOOPy0YN;The Stephens Family;26;41;
5ACxPOI9gR3l0cyy2dvkHv;Christian McBride;50;34248;bebop,contemporary jazz,contemporary post-bop,cool jazz,hard bop,jazz,jazz double bass,jazz funk,jazz fusion,soul jazz,straight-ahead jazz
5Apl0wL4OwNUDYkx69rMDQ;Dirty Loops;48;101354;jazz funk
5B5Ui34u7OXfbXDsD9548u;Nelson Faria, Nico Assumpção & Lincoln Cheib;11;1423;
5BG0gerrHZFHPaIEi43FHB;Ben Russell;62;441;
5BRAUN0yN8557PLRZIr02W;Ezra Collective;51;66762;british jazz,indie jazz,indie soul,uk contemporary jazz
5CK3a77IzCSHjNqzRcbhuG;Allan Holdsworth;39;51176;jazz fusion,jazz guitar,jazz metal,neo classical metal
5COT5dVPZHSd0ZFyCQCm7s;Hermeto Pascoal;40;57594;baiao,bandoneon,bossa nova,brazilian composition,brazilian jazz,choro,forro,mpb,samba
5DKuVtlpDH0agZQUFDy8O7;Pharoahe Monch;56;139043;alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,hip hop,queens hip hop,turntablism
5Dl3HXZjG6ZOWT5cV375lk;Yo-Yo Ma;71;382292;classical,classical cello,classical performance
5EmoPxNtxmhzwUPYoJw58f;Prudence TheAuset Sneed;0;6;
5FX9U5mxQwpO3TXF0OGadm;Terrace Martin Presents The Pollyseeds;39;11180;neo r&b
5HG9Eg7Ik8ZuNtMyGYTxLG;Alexandre Tharaud;62;18223;classical performance,classical piano
5HlnN6xF2MD87KhGRmCRTd;Vinícius de Moraes;62;294896;bossa nova,mpb,samba
5IcR3N7QB1j6KBL8eImZ8m;ScHoolboy Q;79;3092420;gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop
5ItTHwcEtFh6DEOBheMub9;Jonathan McReynolds;58;123762;gospel,gospel r&b
5JYtpnUKxAzXfHEYpOeeit;Jorge Ben Jor;65;491208;bossa nova,mangue bit,mpb,pagode,samba,samba-rock
5K0rbdBrs2tNXe5LeWMATT;Bootsy Collins;62;212479;funk,p funk,quiet storm,soul
5K4W6rqBFWDnAN6FQUkS6x;Kanye West;91;11664912;chicago rap,rap
5KNqYrivNgVCHBssEUSu5B;Donell Jones;60;700816;dance pop,hip hop,hip pop,neo soul,new jack swing,pop rap,quiet storm,r&b,urban contemporary
5KbqNvuB4guV2R8EFNq6V2;Eddy Brown;5;11;
5LqWmZQlNt5EqbjJsOMjtn;Sarah Elizabeth Charles;28;1300;
5M52tdBnJaKSvOpJGz8mfZ;Black Sabbath;76;4443422;album rock,birmingham metal,classic rock,hard rock,metal,rock,stoner rock,uk doom metal
5Q8NEHGX70m1kkojbtm8wa;Ibeyi;54;253551;cuban alternative,etherpop
5Ql3HGIJWxuEjDpDkXfduq;Roy Ayres;43;1335;
5QwOpKCyQiRvrAUyTX1EOL;Silibrina;17;5198;brazilian modern jazz
5ReVxzuREWusYE4ovnMbBn;Paulinho Nogueira;38;14764;bossa nova,brazilian composition,choro,velha guarda,violao
5RzjqfPS0Bu4bUMkyNNDpn;Dizzy Gillespie;55;294254;bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz trumpet,latin jazz,soul jazz,stride,swing,vocal jazz
5SMVzTJyKFJ7TUb46DglcH;Parliament;60;436231;afrofuturism,funk,funk rock,motown,p funk,soul
5SbkVQYYzlw1kte75QIabH;Gnarls Barkley;67;339370;atl hip hop,neo soul
5SyCTZ8X8YQCI0J1VRp4iC;Phonte;52;57259;alternative hip hop,alternative r&b,hip hop,nc hip hop,neo r&b,neo soul,soul flow
5UmwUJcgK40N7m7ZVghGOy;Jim Grancamp;5;10;
5V0MlUE1Bft0mbLlND7FJz;Ella Fitzgerald;72;1581298;adult standards,jazz blues,swing,vocal jazz
5VF0YkVLeVD4ytyiyVSIiF;Dirty Projectors;55;201418;art pop,brooklyn indie,chamber pop,chillwave,experimental pop,freak folk,indie folk,indie pop,indie rock,indietronica,noise pop
5XTyy46AbpxIhvs38nQekJ;Nathan East;43;15850;electric bass,instrumental funk
5Y5TRrQiqgUO4S36tzjIRZ;Timbaland;77;1631177;dance pop,hip hop,hip pop,pop,pop rap,urban contemporary
5YfW24O2P3ljTAZjBRr4jy;Chico Pinheiro;25;4588;brazilian modern jazz,deep brazilian pop
5Z1XZyEFY0dewG8faEIiEx;Django Reinhardt;58;263333;bebop,cool jazz,french jazz,gypsy jazz,jazz,jazz guitar,swing
5Zmur9D9gpr6tXyDrpnbOe;Béla Fleck and the Flecktones;44;57146;jam band,jazz fusion,progressive bluegrass,progressive jazz fusion
5ZvCpVAckM5gWTM5HYgSFb;Rose Gold;44;426;
5a2EaR3hamoenG9rDuVn8j;Prince;76;4432579;funk,funk rock,minneapolis sound,motown,synth funk
5aIqB5nVVvmFsvSdExz408;Johann Sebastian Bach;80;2603246;baroque,classical,early music,german baroque
5axjIS5grj9EJYzXJW10IY;Shanghai Symphony Orchestra;41;618;chinese classical performance
5bMjMdX8b8UECZgNJ965yW;Amanda Diva;29;517;
5bepW5vcdRzheNc0F8lHJ5;Esperanza Spalding;52;252361;electric bass,jazz fusion,neo soul,vocal jazz
5cM1PvItlR21WUyBnsdMcn;Robert Glasper;56;188261;contemporary jazz,indie jazz,indie soul,modern jazz piano,neo r&b,neo soul
5ch0b7wCfaEe1NBUXnj30p;Michael Mayo;30;461;
5coeM7OaiVUCX4HjNesOLO;Mosquito;32;3497;modern samba
5dgmwbLZhKGY3sCtCgx30i;Christine Hucal;33;154;
5eTFGhsuJJrmwAF2ttmgOl;Guinga;36;17650;bossa nova,brazilian composition,choro,deep brazilian pop,forro,samba,velha guarda,violao
5fbhwqYYh4YwUoEs582mq5;The Spinners;65;450938;classic soul,disco,funk,motown,philly soul,quiet storm,soul,southern soul
5gGbAKDXhDoBXIJe8SuBvX;Jules Buckley;55;2005;
5gcpKqNGPhEtKW5G1ZUZPK;João Nogueira;45;21312;samba
5gznATMVO85ZcLTkE9ULU7;Lenny Kravitz;72;1917209;permanent wave,pop rock,rock
5hW4L92KnC6dX9t7tYM4Ve;Joni Mitchell;70;771374;canadian folk,canadian singer-songwriter,folk,folk rock,lilith,mellow gold,pop rock,rock,roots rock,singer-songwriter,traditional folk
5hjhUiwzXZliQMmqqkYT81;Benny Greb;34;32050;progressive jazz fusion,rock drums
5j3htXVskZF0u8qWY5zcF8;Fagner;62;564424;forro,mpb,samba
5j4HeCoUlzhfWtjAfM1acR;Stromae;72;1551607;belgian pop
5l8VQNuIg0turYE1VtM9zV;Leonard Cohen;71;1875940;canadian folk,canadian singer-songwriter,folk,folk rock,melancholia,permanent wave,singer-songwriter
5lckATQU3N7Ralsw3VfnRb;Calvin Richardson;46;92636;neo soul,new jack swing,quiet storm,r&b,urban contemporary
5m7wCUhYhBh7A3A3YMxrbt;Queen Latifah;60;97213;conscious hip hop,east coast hip hop,hip hop,hip pop,new jersey rap
5m8H6zSadhu1j9Yi04VLqD;Sly & The Family Stone;64;555852;classic rock,classic soul,folk rock,funk,funk rock,mellow gold,motown,rock,roots rock,soul,southern soul
5moJNCJeiNwuQAhDLJXULs;Incognito;50;110550;brit funk
5nLYd9ST4Cnwy6NHaCxbj8;CeeLo Green;68;417452;atl hip hop
5nriuBVz6NDh6k8gTU5WgP;Trio Mocoto;48;15329;afrofuturismo brasileiro,brazilian soul,samba,samba-rock
5olDKSsFhhmwh8UCWwKtpq;Chick Corea;56;187820;bebop,contemporary jazz,contemporary post-bop,cool jazz,ecm-style jazz,jazz,jazz funk,jazz fusion,jazz piano
5ooSG9S0glqP5ZrqqaHBvT;James Fauntleroy;58;12363;
5pKCCKE2ajJHZ9KAiaK11H;Rihanna;91;37362538;barbadian pop,dance pop,pop,post-teen pop,r&b,urban contemporary
5pMFJIlTeEdikYch9i3Grv;Alceu Do Cavaco;22;9;
5pMmqpG3HsoJ6EDDoXGXEr;Jim Hall;55;39569;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz guitar
5qOfTfMzTj2dvvpWKzIFk6;The Bad Plus;45;66624;avant-garde jazz,contemporary jazz,contemporary post-bop,cool jazz,indie jazz,jazz,jazz fusion,jazz trio,modern jazz trio
5rQ9q5c4pQKwn3OmpKE6vA;Josef Leimberg;30;6398;indie jazz
5rX2c1zow6hCph8PnnU3kF;Astrud Gilberto;64;127210;adult standards,bossa nova,brazilian jazz,lounge,vocal jazz
5rrmaoBXZ7Jcs4Qb77j0YA;Djavan;68;1459837;bossa nova,mpb
