id;artist_name;artist_popularity;artist_followers;artist_genres
5sQJzc7ZGwC4olbhp2kqqX;Brad Mehldau Trio;47;38873;bebop,contemporary jazz,contemporary post-bop,cool jazz,jazz,jazz fusion,jazz trio,modern jazz trio
5sennRot4Ls82wfspEQuf2;Leela James;50;247916;neo soul,r&b,urban contemporary
5tGDXwaO3qq4w9mAhZHwZY;Seamus Blake;40;6439;canadian modern jazz,contemporary jazz,contemporary post-bop,jazz saxophone,straight-ahead jazz
5uiYVTlSFQqK08L1MKuBnW;Ronald Bruner, Jr.;33;5620;
5v74mT11KGJqadf9sLw4dA;Cannonball Adderley;53;126247;bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz blues,jazz funk,jazz fusion,soul jazz,swing,vocal jazz
5vdTwIo9GoUu8IVLyJavsZ;The Sure Fire Soul Ensemble;30;3847;instrumental funk
5wu05jGsVMAFHYMYHqCB9l;Avishai Cohen;49;112267;contemporary jazz,israeli jazz,jazz double bass,jazz fusion,jazz trumpet
5xI4mPixKfrCCspATqbpy3;Eryn Allen Kane;54;55015;alternative r&b,indie soul,neo r&b
5xuNBZoM7z1Vv8IQ6uM0p6;JoJo;70;1581169;dance pop,hip pop,pop,pop rap,post-teen pop,r&b,urban contemporary
5y2Xq6xcjJb2jVM54GHK3t;John Legend;82;4985700;neo mellow,neo soul,pop,r&b,urban contemporary
60ciIY5MouLc2Y9n34DJdA;Ledisi;54;352438;neo soul,new jack swing,quiet storm,r&b,urban contemporary
60df5JBRRPcnSpsIMxxwQm;Otis Redding;73;1525854;classic soul,funk,memphis soul,soul,soul blues,southern soul
60k4atxgEIMFz4DWHp0le1;Braxton Cook;52;25783;indie jazz,indie r&b,indie soul,neo r&b
64KVQ4YupSZYrGNLduVtj3;Nara Leão;54;87535;bossa nova,brazilian jazz,mpb,samba,velha guarda
64neTfIIdYKNhJ9zxoz3jF;Ivan Lins;51;188121;bossa nova,forro,mpb,samba
65CKKZilbcSKkAPC9a5Mvh;Oumou Sangaré;54;56939;afrobeat,afropop,malian blues,mande pop,wassoulou,world
65c5si0ePAwkOCn4M35Ho7;Sérgio Mendes;59;103793;bossa nova,brazilian jazz,samba
65dGLGjkw3UbddUg2GKQoZ;BADBADNOTGOOD;64;406783;alternative hip hop,canadian modern jazz,escape room,indie soul
66hSwkXgWLCH2aTcFuyH4V;Tashi;10;23;
68u79CqTqTgKncfDRbjDLH;Adam Rogers;29;8044;contemporary jazz,jazz fusion,jazz guitar
69krICsNH950Ffo9AjPT1N;Staceyann Chin;19;29;
69lxxQvsfAIoQbB20bEPFC;Philip Glass;67;398772;american contemporary classical,classical,compositional ambient,contemporary classical,drone,minimalism,soundtrack
6A43Djmhbe9100UwnI7epV;Cake;66;735251;alternative rock,garage rock,modern rock,pop rock,post-grunge,rock,sacramento indie
6AVLthptCPhfrxlHadOBJD;Jill Scott;65;1081972;funk,hip pop,neo soul,quiet storm,r&b,soul,urban contemporary
6AfbDYupHV5e6nse9W6tKG;Stéphane Grappelli;51;35801;french jazz,gypsy jazz,jazz violin
6AyvSIi2EyLOaMJCc6J5fZ;Leonardo Gonçalves;58;573164;adoracao,brazilian gospel,louvor,rock gospel brasileiro
6CS9O2pE67oq44GZuBEBuD;Olivier Messiaen;41;28580;avant-garde,classical,contemporary classical,early modern classical,laboratorio
6DJEUXZm0e2rAohdoZ5Voo;Black Thought;61;94280;alternative hip hop,east coast hip hop,hip hop,southern hip hop
6DPYiyq5kWVQS4RGwxzPC7;Dr. Dre;81;4917875;g funk,gangster rap,hip hop,rap,west coast rap
6DanD7KHwrNSqjxHKdLGzG;Maîtrise de Radio France;22;279;children's choir
6DoH7ywD5BcQvjloe9OcIj;Ray LaMontagne;69;755222;acoustic pop,indie folk,neo mellow,new americana,pop rock,stomp and holler
6E9Q3EKPiOPUbBBFU1YXzi;Chris Anderson;48;1840;
6EZXGhI9nauRevgFl4VUrd;Sharay Reed;12;1962;
6FNc1pq9apWBGVjGUEd9tK;Danilo Caymmi;39;30533;bossa nova,brazilian composition,mpb,velha guarda
6GI52t8N5F02MxU0g5U69P;Santana;74;1535530;blues rock,classic rock,mexican classic rock
6GbCJZrI318Ybm8mY36Of5;Faith No More;66;1071466;alternative metal,alternative rock,funk metal,funk rock,hard rock,nu metal,post-grunge,rap metal,rock
6GcgRheAQRGpkEhsg5nG6m;Bob Reynolds;36;11814;contemporary jazz
6HQYnRM4OzToCYPpVBInuU;Kamasi Washington;57;296510;afrofuturism,contemporary jazz,indie soul,jazz saxophone
6J7biCazzYhU3gM9j1wfid;Jamiroquai;70;1508062;dance pop
6L31zhaK3DUZEze55P3lYJ;Egberto Gismonti;38;33702;bossa nova,brazilian composition,brazilian jazz,choro,ecm-style jazz,latin classical,mpb,violao
6MF58APd3YV72Ln2eVg710;Felix Mendelssohn;62;309357;classical,early romantic era
6NL31G53xThQXkFs7lDpL5;Rapsody;60;150376;alternative hip hop,alternative r&b,escape room,hip hop,nc hip hop,southern hip hop,trap queen,underground hip hop
6NodJUvzLqPU2HtPLhDuf5;Larry Graham & Graham Central Station;28;9351;funk
6O74knDqdv3XaWtkII7Xjp;Boyz II Men;70;1770970;boy band,new jack swing,pop,quiet storm,r&b,urban contemporary
6Of92bKNSsFuoNkF4nQ6Za;Samora Pinderhughes;35;2159;
6P6IXsZWyS49AUbhGCvvLK;Naná Vasconcelos;35;20116;brazilian jazz,brazilian percussion,jazz drums
6P7H3ai06vU1sGvdpBwDmE;Steely Dan;71;1084621;album rock,art rock,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,roots rock,soft rock,yacht rock
6PAt558ZEZl0DmdXlnjMgD;Eric Clapton;77;3454406;album rock,blues rock,classic rock,electric blues,mellow gold,rock,roots rock,soft rock
6PDLwWvgYNMfBRLqC1h5cJ;Buddy;70;121849;alternative r&b,cali rap,hip hop,rap,underground hip hop
6PkSULcbxFKkxdgrmPGAvn;Cécile McLorin Salvant;52;53852;contemporary vocal jazz,vocal jazz
6Q192DXotxtaysaqNPy5yR;Amy Winehouse;78;6352877;british soul,neo soul
6QQuESLtKhAOcLW2TeWC2t;Art Blakey;46;82426;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz drums,jazz fusion,soul jazz
6R2JGjQ4DM6iCPUAbhjnKZ;Arturo Márquez;36;5942;latin classical,mexican classical
6R9Mv0bgGE4Tqxna1q5Mrj;Roy Ayers;57;125727;afrobeat,disco,funk,indie jazz,indie soul,jazz funk,jazz vibraphone,quiet storm,soul,soul jazz
6RSxx54rQn9jSMLzFaKzBn;Art Blakey Percussion Ensemble;17;377;
6TTJ0xLPPNDyv4bXyukzU4;Sam Amidon;44;23526;chamber folk,chamber pop,freak folk,indie folk,vermont indie
6TVVIyd0fsRDGg6WzHKyTP;Durand Jones & The Indications;57;99036;funk
6TvjXbopXg71XRM9OZWqUc;Arin Ray;64;99766;alternative r&b,deep pop r&b,indie r&b,trap soul
6U3ybJ9UHNKEdsH7ktGBZ7;JID;75;506170;hip hop,rap,underground hip hop
6UKz2oYWzE0ZBnciztCown;Clara Nunes;54;191320;bossa nova,forro,mpb,pagode,samba,umbanda,velha guarda
6UYqtBD79GpmqjttbzV6iA;Somi;34;16060;contemporary vocal jazz
6W9RUw7xnNRYtgh8dimg7L;Ronald Isley;53;95047;quiet storm,urban contemporary
6XGfdDOtv4mLiHnHwrZhDC;Maysa;41;16708;smooth soul
6XItHNeKXecnFpkJHOn5JL;Syl Johnson;44;25140;chicago soul,classic soul,funk,memphis soul,soul,southern soul
6XpaIBNiVzIetEPCWDvAFP;Whitney Houston;81;5445307;dance pop,pop,urban contemporary
6Ycrt8OjGSSFihsb0446eg;Dick Dale;49;77180;instrumental surf,surf music
6YwDgZxJVXO6N24VU8XMU5;R+R=NOW;33;16208;indie jazz,neo r&b
6ZNeppgfBLPUyugks9Yn1u;Philip Bailey;59;27427;yacht rock
6ZcRUVs3I5U8EOnm9ZdCsO;Bahamadia;47;28421;hardcore hip hop,hip hop,philly rap
6aaMZ3fcfLv4tEbmY7bjRM;Isaiah Rashad;69;703987;hip hop,rap,underground hip hop
6cUBkLZsUJYTcMcctFjAKK;Philadelphia Experiment;16;371;
6dAtGAnHCQ1ujMUZ9Ep82k;Grant Green;49;63339;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz funk,jazz fusion,jazz guitar,soul jazz
6de0V6wLyRKp3I2LDMrXCr;Marcus Strickland;29;7014;contemporary jazz
6e7BQ0gM6o8ecMXRZkXxlZ;Karriem Riggins;48;26453;alternative hip hop,indie jazz,wonky
6eU0jV2eEZ8XTM7EmlguK6;Black Pumas;62;174485;funk,retro soul
6fmq5mv6HnduZdlTOEYBC9;Marcus Miller;51;162301;electric bass,instrumental funk,jazz funk,jazz fusion
6fxyWrfmjcbj5d12gXeiNV;Denzel Curry;77;1255245;dark trap,drill,hip hop,miami hip hop,rap,trap,underground hip hop
6g0Wah2YFtb1rFgKhUktlo;Raphael Saadiq;59;371979;funk,neo soul,r&b,soul,urban contemporary
6gc6oo3u2f7SqTd4mhe81O;Ahmad Jamal;50;78832;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz funk,jazz fusion,jazz piano,soul jazz,stride,vocal jazz
6h3rSZ8VLK7a5vXjEmhfuD;The Brothers Johnson;56;214710;classic soul,disco,funk,jazz funk,motown,post-disco,quiet storm,soul
6hk7Yq1DU9QcCCrz9uc0Ti;Kimbra;70;335805;bergen indie,electropop,nz pop
6ivVgdQ8qi5Tu2pc1zeVKP;Cameron Graves;14;4042;afrofuturism,progressive jazz fusion
6jrlNnS5B830kpi40j3S6g;Max Roach;45;46182;avant-garde jazz,bebop,contemporary post-bop,cool jazz,free jazz,hard bop,jazz,jazz drums,jazz funk,soul jazz
6jvFT2wqxaFL9lcPTrzjyV;Thana Alexa;16;837;
6k0IBR0lU42s2GYpNX7kA9;Brian McKnight;65;854322;dance pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary
6m30rs1IQqnWqV5nKMpU7U;Ohio Players;54;372807;classic soul,disco,funk,jazz funk,motown,post-disco,quiet storm,soul,southern soul
6mQfAAqZGBzIfrmlZCeaYT;Chaka Khan;68;917221;dance pop,disco,funk,motown,neo soul,post-disco,quiet storm,soul,urban contemporary
6nS5roXSAGhTGr34W6n7Et;Disclosure;82;1736073;house,pop,tropical house,uk dance
6nnjKHTxPpJtw08NqB0gvJ;Andy Bey;35;6862;vocal jazz
6pPx8jYe1vzHuQea1st8Iy;Simon Phillips;37;16393;jazz drums,jazz fusion
6q6EXv5ybArXqifMdmTIig;Lionel Loueke;35;14655;beninese pop,contemporary jazz,jazz guitar
6qgnBH6iDM91ipVXv28OMu;KAYTRANADA;73;662458;escape room,indie soul,lgbtq+ hip hop
6r2niOTnexy9xss5g8GWXH;Yasiin Bey;51;12376;
6rM2yY0GnVcOHMU5GD3y9E;Martinho Da Vila;61;351575;bossa nova,forro,mpb,pagode,samba,umbanda,velha guarda
6ra4GIOgCZQZMOaUECftGN;Frank Zappa;62;527605;album rock,art rock,classic rock,experimental,experimental rock,hard rock,instrumental rock,jazz fusion,jazz rock,progressive rock,protopunk,psychedelic rock,rock,symphonic rock,zolo
6ryjbFyWBZho9KGXqKZdqQ;Bob James;51;68199;jazz funk,jazz fusion,jazz piano,smooth jazz
6sPeUcMcOc2n0M7m1qHAer;Don Ellis;23;5292;big band,jazz trumpet
6sqZoZxe9BQwk7Zxh6STfF;Kadhja Bonet;60;53627;alternative r&b,indie jazz,indie soul
6sz0k1q2aEtG5dxEgr4YWV;Rokia Traoré;46;64295;afropop,malian blues,mande pop,world
6tOsSffQQIXmK8TqsDck8t;Chico Buarque;65;715603;bossa nova,fado,mpb,samba
6twIAGnYuIT1pncMAsXnEm;Commodores;69;961420;adult standards,disco,funk,mellow gold,motown,quiet storm,soft rock,soul
6u5P4S3NSj4EDNegDlOevO;Edu Lobo;44;41437;bossa nova,brazilian composition,choro,forro,mpb,samba,velha guarda
6uIst176jhzooPMetg2rtH;Louis Cole;51;53394;la pop
6uduXqfPOgmcelx9Kclo3y;George Shearing Quintet;26;1971;
6ufQwLbg8fB1I6aRQb3aUn;Quintette du Hot Club de France;51;9517;gypsy jazz
6v2VjBVPcGVbBqJrUWYiG1;Kirk Whalum;48;48845;jazz saxophone,smooth jazz,smooth saxophone
6vWDO969PvNqNYHIOW5v0m;Beyoncé;90;22859766;dance pop,pop,post-teen pop,r&b
6xS5PpBWaVYraexEkEjjXv;Maxo Kream;65;286432;hip hop,houston rap,melodic rap,rap,southern hip hop,trap,underground hip hop,vapor trap
6xrCU6zdcSTsG2hLrojpmI;José González;69;803563;chamber pop,gothenburg indie,indie folk,neo mellow,stomp and holler,swedish indie folk,swedish indie pop,swedish singer-songwriter
6xt9sJmmyYwWkJv8A6ssiU;Cory Wong;56;62003;funk,instrumental funk,modern funk
6xyaria4AcxjRuJZLkWvMW;Guru;56;129997;boston hip hop,east coast hip hop,hardcore hip hop,hip hop
6zkX5fhrSD4tdVOmimR9wB;Oscar Peterson;59;140803;adult standards,bebop,contemporary post-bop,cool jazz,jazz,jazz piano,stride,vocal jazz
70wm2qxYZ4i2KqcyyH2GyT;Richard Bona;47;63258;electric bass,jazz fusion
71Ur25Abq58vksqJINpGdx;Miles Davis Quintet;52;189126;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion
71cyZ6pH0KrM2MdtO8RGmy;Merry Clayton;44;15630;classic soul,southern soul
72UK8pq1vewvVNs0mGCoH8;Air Lyndhurst String Orchestra;51;230;string orchestra
72zigmOdJbIsz0iIRhCBvp;Illa J;50;53654;alternative hip hop,chillhop,detroit hip hop,hip hop,indie jazz,indie soul
73sIBHcqh3Z3NyqHKZ7FOL;Childish Gambino;82;6295861;atl hip hop,hip hop,pop rap,rap
74ASZWbe4lXaubB36ztrGX;Bob Dylan;78;4179697;album rock,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter
74Hj9zxTTcTgjv3Kh0PozZ;Moacir Santos;33;14685;bossa nova,brazilian composition,brazilian jazz,choro,forro,mpb,samba,velha guarda
74V3dE1a51skRkdII8y2C6;André 3000;64;154294;atl hip hop,dirty south rap,southern hip hop
74kTlA5KHbgVuvqOEeKON0;Deva Mahal;40;11399;
75jNCko3SnEMI5gwGqrbb8;Tammi Terrell;69;97706;motown
76Gi1qoWLrIerL5FcL0TZb;Gretchen Parlato;41;35892;contemporary jazz,neo r&b,vocal jazz
776Uo845nYHJpNaStv1Ds4;Jimi Hendrix;76;4117997;acid rock,album rock,blues rock,classic rock,hard rock,psychedelic rock,rock
77ZUbcdoU5KCPHNUl8bgQy;João Gilberto;68;338399;bossa nova,brazilian jazz,jazz guitar,mpb,samba,violao
77zrvBORXcnTyysjjKRfBU;The Art Of Noise;48;81232;dance rock,new romantic,new wave,new wave pop,synthpop
78PSEAPRjcRID297AMMPJC;Tarn Travers;46;80;
78xUyw6FkVZrRAtziFdtdu;The Roots;65;889234;alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,hip hop,neo soul,philly rap,southern hip hop
798TUNb6IfpsZzMkkzVGu1;Mark Guiliana;34;20073;contemporary jazz,jazztronica
79kOOyVKcrCOKDnzcDHsia;Norman Brown;52;63066;smooth jazz
7AC976RDJzL2asmZuz7qil;Yes;65;1086722;album rock,art rock,classic rock,hard rock,jazz fusion,progressive rock,rock,symphonic rock
7DeuppKQdCVhuWrzzCBBpc;Hiromi;46;139251;contemporary jazz,japanese jazz,japanese jazz fusion,jazz fusion,modern jazz piano
7E2ioKxoxI2J94tUkIx6As;Alex Isley;54;29383;alternative r&b,deep pop r&b,indie r&b,indie soul,neo r&b
7ENzCHnmJUr20nUjoZ0zZ1;Snarky Puppy;56;432774;contemporary jazz,funk rock,jazz funk,jazz fusion,progressive jazz fusion
7Fq1u3bHtBYIpJ4P3jxYGc;Graham Burris;25;12;
7G1GBhoKtEPnP86X2PvEYO;Nina Simone;73;1650990;adult standards,jazz blues,soul,soul jazz,torch song,vocal jazz
7GN9PivdemQRKjDt4z5Zv8;The Internet;66;782290;alternative r&b,escape room,indie soul,lgbtq+ hip hop
7GaxyUddsPok8BuhxN6OUW;James Brown;68;1491856;funk,motown,soul
7Gf3LSwa5hh8Cjo60WhVjC;India.Arie;61;580718;neo soul,r&b,urban contemporary
7HGNYPmbDrMkylWqeFCOIQ;Caetano Veloso;71;1233376;bossa nova,mpb,samba de roda
7HSQeZZSI9YNyVe2emSM9k;Matt Penman;26;859;jazz double bass
7IfculRW2WXyzNQ8djX8WX;Erykah Badu;70;1784301;afrofuturism,hip hop,neo soul,r&b,soul,urban contemporary
7J7lgWyeaBpyuA6ZhCH3jL;Vladimir Yampolsky;29;95;
7JYdpWAsiqzrmMB3qxkEbI;Metropole Orkest;53;9567;baithak gana
7KIFh8WDiqlz1Dlopd03cy;August Greene;33;19067;jazz rap,neo r&b
7KTLYKJhcUOMgNgayxBj9f;Irma;46;51196;french pop
7KYqj72JjHmay1VKYjC5c4;Amiri Baraka;14;922;beat poetry
7Ln80lUS6He07XvHI8qqHH;Arctic Monkeys;84;9206400;garage rock,modern rock,permanent wave,rock,sheffield indie
7MNEVabc4cs19CbzAFZmXz;Terrace Martin;55;50683;alternative r&b,indie jazz,indie r&b,indie soul,neo r&b,neo soul
7bHa4QW7xGwlDTHmmIvLV8;Preston Harris;18;791;
7bvcQXJHkFiN1ppIN3q4fi;Joss Stone;62;810476;british soul,neo soul,pop rock
7cWhEUzLtzKg5FH2JJItyK;Jamison Ross;36;4997;contemporary vocal jazz
7dOCnyDR2oEa1hQlvTXvdT;Cody Fry;52;19953;indie cafe pop,indiecoustica,neo mellow
7dsugSamBB7enWE2IrlbFg;Astor Piazzolla;55;192335;bandoneon,latin classical,nuevo tango,tango
7fIvjotigTGWqjIz6EP1i4;Four Tops;67;626061;adult standards,brill building pop,classic soul,disco,funk,mellow gold,motown,quiet storm,soul
7fkVKWnSaQNFwqrR62vsSo;Keziah Jones;41;37137;
7gSjFKpVmDgC2MMsnN8CYq;Jazmine Sullivan;63;1030843;alternative r&b,dance pop,deep pop r&b,hip pop,indie r&b,neo soul,pop,pop rap,r&b,urban contemporary
7gZXEBZYvwGmi2QW4L7tZQ;Hermeto Pascoal E Grupo;10;1075;
7guDJrEfX3qb6FEbdPA5qi;Stevie Wonder;80;4249117;adult standards,funk,motown,quiet storm,soul
7hJcb9fa4alzcOq3EaNPoG;Snoop Dogg;86;5800192;g funk,gangster rap,hip hop,rap,west coast rap
7i3os1iEWOn5UpaylRiMw5;Tariq Trotter;53;236;
7jzR5qj8vFnSu5JHaXgFEr;Jean Sibelius;57;134108;classical,finnish classical,impressionism,post-romantic era
7kJZd1e9Nvw5bWKBuEOR67;Queen Sheba;14;108;
7mnBLXK823vNxN3UWB7Gfz;The Black Keys;75;3190138;alternative rock,blues rock,garage rock,modern blues rock,modern rock,punk blues,rock
7neL5uqaObF3koG9C5z2jj;Russ Titelman;18;7;
7nwUJBm0HE4ZxD3f5cy5ok;Aretha Franklin;75;2232385;adult standards,classic soul,jazz blues,memphis soul,soul,southern soul
7o2OjTu0Ls0xiWl3RzjdVp;David Oistrakh;43;20568;classical performance,violin
7oEkUINVIj1Nr3Wnj8tzqr;Gilberto Gil;68;650848;bossa nova,forro,mpb,samba,violao
7oPgCQqMMXEXrNau5vxYZP;Tracy Chapman;73;979642;folk,lilith,pop rock,singer-songwriter
7pXu47GoqSYRajmBCjxdD6;Vulfpeck;66;514497;ann arbor indie,funk rock,instrumental funk
7qVvIFc9DktkAc0HKzRhNo;Johnny Hartman;52;39782;adult standards,lounge,vocal jazz
7rPqFVgJYARiFsLDlN6W6y;Toquinho;63;235085;bossa nova,forro,mpb,samba,violao
7sfgqEdoeBTjd8lQsPT3Cy;Emeli Sandé;70;1843468;dance pop,neo soul,pop,r&b,uk pop
7u6LfVyYpEzMpHLL7jTyvU;Dwele;61;185009;neo soul,r&b,urban contemporary
7uriYlc9ETgOg8VPFbdnbE;Mayra Andrade;55;98572;afropop,morna,world
7v4imS0moSyGdXyLgVTIV7;Nat King Cole;69;1312590;adult standards,lounge,vocal jazz
7vNcTk9TgKF0qDsS87nWGE;David Sanborn;49;89904;jazz funk,jazz fusion,jazz saxophone,smooth jazz,smooth saxophone
7vTlV3ajnMxl5l0ahupUeP;Adoniran Barbosa;54;147444;bossa nova,forro,mpb,pagode,samba,velha guarda
7vWFpgyWJ9CXisL0x6vYJN;Antwaun Stanley;52;4077;praise
7vXBNF4wc830rnuWRBXsz1;FORQ;32;13811;instrumental rock
7vZ7qmfXiu114lY0qm7rOe;Robert Glasper Experiment;50;94869;indie jazz,indie soul,neo r&b,neo soul
7w29UYBi0qsHi5RTcv3lmA;Björk;65;1120801;alternative dance,art pop,electronica,electropop,experimental pop,experimental vocal,icelandic experimental,icelandic pop,metropopolis,permanent wave,trip hop
7x5rK9BClDQ8wmCkYAGsQp;Paolo Nutini;68;910243;british soul,neo mellow,scottish singer-songwriter
7yGQgQiiKpg2k00JXf8hJk;Carlos Santana;58;316836;blues rock,jazz fusion
7yaBUcdjmqPP2vIv6F5bFD;Jascha Heifetz;44;35634;classical performance,violin
16rCzZOMQX7P8Kmn5YKexI;Mahalia;72;388136;alternative r&b,indie anthem-folk,indie r&b,indie soul,pop,uk contemporary r&b
1OVFy72qKTNCkYgXUQ0q4d;Jewels;15;9;
2dRsXWVnkku2cMDtV1h6NP;Stanley Turrentine;47;30502;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz funk,jazz saxophone,soul jazz
3Qh89pgJeZq6d8uM1bTot3;Tobe Nwigwe;50;78670;christian hip hop,houston rap
42G5kgQURgn9sOZHtOdji5;Omari Hardwick;30;965;
4E7AV8mtElSjHZP3xA9kyU;Luke James;51;111990;alternative r&b,deep pop r&b,indie r&b,r&b
77zgRkcehIGCAtROXkXkb3;Black Milk;46;82604;alternative hip hop,boom bap,detroit hip hop,hip hop,underground hip hop
7c0XG5cIJTrrAgEC3ULPiq;Ty Dolla $ign;88;3250043;hip hop,pop,pop rap,r&b,southern hip hop,trap,trap soul
